code,barcode,price,name,img,qty,cat
60413,5011295055403,1223,Chef's Larder Hygiene Chopping Board White,/1/45c1b62a-bb3d-4843-92ef-661e11903c64.jpg,0,16
261516,5011295099940,1623,Chef's Larder Large Round Cake Storer 5.5 Litres,/1/0226f58a-7a8e-4e1b-baca-5bc727fcb0d8.jpg,0,16
263283,5011295158340,423,Chef's Larder Measuring Jug 0.5 Litre,/1/1e65b323-c916-4504-af62-7e6c861b2004.jpg,0,16
263279,5011295158265,523,Chef's Larder Measuring Jug 1 Litre,/1/1a01898b-c34c-4e42-9a70-2bc08c25e601.jpg,0,16
263276,5011295158302,623,Chef's Larder Measuring Jug 2 Litre,/1/d3a8658a-51e2-45dd-b3d4-a9955beb6ebe.jpg,0,16
60404,5011295055328,1223,Chefs Larder Hygiene Chopping Board Blue 30cm,/1/dca42c46-6771-4c75-8424-9bb38a4d4d06.jpg,0,16
60402,5011295055366,1223,Chefs Larder Hygiene Chopping Board Brown 30cm,/1/755c6bde-3ae3-45c6-af5f-b91527ea53b7.jpg,0,16
60406,5011295055304,1223,Chefs Larder Hygiene Chopping Board Green 30cm,/1/998286a9-5cb9-469a-a57f-7581c3097553.jpg,0,16
60408,5011295055281,1223,Chefs Larder Hygiene Chopping Board Red 30cm,/1/96854c06-5b26-4137-ac77-77a54e0e82cb.jpg,0,16
60411,5011295055267,1223,Chefs Larder Hygiene Chopping Board Yellow 30cm,/1/0eefce7e-b0dd-450f-87e0-90602b100626.jpg,0,16
285891,3179110001140,300,Cricket Outdoor & Home Refillable Firepower,/1/950f7d56-58ad-4ceb-b4ae-bdc29f9f3673.jpg,0,16
429787,5019890573100,623,Egg Ring Stainless Steel,/1/9c401fb3-97c7-46df-89c9-a18d9650c0a0.jpg,0,16
222153,5021507000602,1023,Flame On Grill Stone 76mm,/1/c40f19b3-e480-4a23-8bc0-60250e7a514a.jpg,0,16
214588,5028250140234,923,Kitchen Craft Fridge/Freezer Thermometer,/1/fb6325ea-7cf1-4c09-8a67-75554fd976dc.jpg,0,16
223006,5028250695116,2223,Kitchen Craft Instant Read Thermometer,/1/4f881716-a6f2-4daf-b1c1-bdb0f1d3504a.jpg,0,16
203367,5028250127525,1123,Master Class Deluxe Food Tongs,/1/41a9a86d-92a7-4749-aa7d-9ef5329d0b95.jpg,0,16
1012453,5020261111852,2880,"Mermaid 16"" Roasting Dish Hard Anodised Aluminium",/71278/7ddfbbea-5294-44ba-a9b6-f668eff4db51.jpg,0,16
1012604,5020261266330,2623,Mermaid 20 cm Square Sandwich Tin Silver Anodised,/71278/32a66433-a918-4fb9-9336-31cf054c3baf.jpg,0,16
1012600,5020261266347,2423,"Mermaid 31cm/12"" Baking Tray  Silver Anodised",/71278/f6874e94-9b4e-4a65-b43e-65a10aced571.jpg,0,16
1012577,5020261671073,2923,Mermaid 4 Cup Yorkshire Pudding Tray Hard Anodised Aluminium,/71278/c7c049da-b2ff-41ec-a346-8ae2420ca9eb.jpg,0,16
1012602,5020261266361,2823,"Mermaid 40 cm /16"" Baking Tray Silver Anodised Aluminium",/71278/878bf55b-1337-47d9-bb0d-67c8e6d2e510.jpg,0,16
1012450,5020261111555,1939,"Mermaid 41 cm / 16"" Baking Tray Hard Anodised Aluminium",/71278/c7a03045-6810-47ff-8f26-3dc1a13597e1.jpg,0,16
1012603,5020261266194,2423,"Mermaid 6"" 2 Pint Pudding Base  Silver Anodised",/71278/fae6f532-f8c8-4c30-87f8-c03d3a768b43.jpg,0,16
1012537,5055198031669,6481,Non-Stick Professional Grill Pan,/71278/dde92678-921c-4089-92fb-719418e59bde.jpg,0,16
261854,5055136591545,1023,Prochef Baking Tray Small,/2/3ab32036-3bf1-4929-8f06-5a9466ac09c5.jpg,0,16
145786,5055757100881,2123,"Professional Dinnerware Oval Eared Dish 11""",/1/188fd5b2-91bb-4fef-a5e1-3d904eb011b4.jpg,0,16
198074,5021961176714,1723,Sabichi Boning Knife Blue,/1/315d51de-0d51-4a41-b972-3036e5f58a39.jpg,0,16
198076,5021961176745,1723,Sabichi Boning Knife Red,/1/bdf9806c-db29-462d-9318-7756682d7d46.jpg,0,16
116836,3086121751097,1223,BIC Velleda 1751 Whiteboard Marker Box 12,/1/67f31e5e-4d0c-4e35-adc3-3eb036296065.jpg,0,41
189349,5050442045188,723,C4 Peel & Seal White Envelopes,/1/5a4a9994-a1f8-4d2e-b11a-796e5f78efcc.jpg,0,41
194629,5020379086950,2623,Chef's Larder Cloakroom/Raffle Tickets 1000,/1/c2dc371a-35c6-45fe-a33c-f612eaf8a8cf.jpg,0,41
189364,5050442045294,323,DL 50 Peel & Seal Envelopes White 220mm,/1/8d0d00ad-710e-47a7-8863-7196e3f13081.jpg,0,41
259485,5033996002111,283,Stationery Essentials Parcel Tape Twin Pack,/1/f9c84d8c-c7ee-44fb-860e-9fd6c129ee66.jpg,0,41
261622,5033996001992,2523,Stationery Essentials Twine 2.5kg,/1/be6cc32f-89fc-4a83-89ca-5584d01613bd.jpg,0,41
189385,5050442045331,423,Wage 50 Self Seal Manila Printed Envelopes 102mm,/1/88cbd7c7-a57e-4b6d-87f1-2af158034f79.jpg,0,41
184195,5017534586943,723,Xerox A4 Copier Paper,/2/87a39d3b-0bb1-479a-b5c9-4c4db2aec312.jpg,0,41
220828,50226214,106,Cook's Matches The Original Kitchen Safety Matches,/1/417e3e66-7366-465d-ad0a-78d8923c4fec.jpg,0,49
186316,5000394118812,2823,"Duracell Plus AA Alkaline Batteries, Pack of 36",/1/1692e456-8554-4748-b609-31052bd12e6b.jpg,0,49
741678,5000146048459,2423,Brasso Metal Polish 1 Litre,/1/2fff3489-057b-4488-b500-8f75b2e3beb6.jpg,0,12
244328,5020379148016,223,Chef's Essentials Anti-Bacterial Cleaner 750ml,/1/974e8faf-657b-4937-9ea5-c6ee8a1da9cc.jpg,0,12
243963,5020379147699,823,Chef's Essentials Kitchen Degreaser 5 Litres,/1/915b6c91-05b6-4911-a9f8-f79e41fcf1a9.jpg,0,12
241402,5020379144490,375,Chef's Essentials Thin Bleach 5 Litres,/1/114c5638-3c84-4005-bd72-fc8f42ec202d.jpg,0,12
995020,7615400721719,1582,Cif Pro Formula Professional Cream Lemon 2L,/1/7a808a9c-5792-4aff-8cd7-e63f356f3ca5.jpg,0,12
258096,7615400785650,2423,Cif Pro Formula Professional Multi-Purpose Wipes 100pcs,/1/bd55f220-c548-456b-b57a-d1a7a616c386.jpg,0,12
250728,5059001000767,623,Cillit Bang Power Cleaner 100% Limescale Remover 1L,/1/3a5ad7eb-aee6-432d-b228-3aeb0f19d2c6.jpg,0,12
250726,5059001000774,623,Cillit Bang Power Cleaner Kitchen Degreaser 1L,/1/9b9ba386-892c-4869-843b-02f718e93ba7.jpg,0,12
251226,5020379152679,523,Clean Pro Antibacterial Spray 1 Litre,/1/3a301787-a7c1-405a-a2eb-4bc869734b5f.jpg,0,12
239594,5020379143783,623,Clean Pro Appliance Descaler 1 Litre,/1/1995473e-b034-4cdb-a04e-ec831750b784.jpg,0,12
192548,5020379086240,623,Clean Pro Furniture Polish 1 Litre,/1/0e62c2d8-63d8-4247-b9a1-bd2c286ce5f0.jpg,0,12
253952,5020379155717,723,Clean Pro Lemon All Purpose Cleaner 5 Litres,/1/199052d4-4ce1-42b9-a6f4-82a6d42e2794.jpg,0,12
253945,5020379155755,723,Clean Pro Lemon Disinfectant 5 Litres,/1/635b4486-c192-401a-a157-4883c8a4e76b.jpg,0,12
252214,5020379154239,523,Clean Pro Multi Surface Cleaner with Bleach 1 Litre,/1/a4803dc6-1a93-4cfb-b180-4a6b20a0db53.jpg,0,12
